Nama orang,Pangkat,talent_cluster,indeks_kesehatan,nilai_Kompetensi,nilai_Behavior,absen_tertekan,absen_nyaman,absen_semangat,engagement_ucapan,engagement_tinggal,engagement_berjuang,performansi_individu
323,V,POTENTIAL,B2,0.93,3.94,0,0,199,7,7,6.33,97.69
324,IV,POTENTIAL,B3,1.33,4.03,0,2,173,7,7,7,#N/A
325,IV,POTENTIAL,B3,1.42,3.78,0,0,184,6.67,7,6.67,97.69
326,IV,POTENTIAL,B3,0.83,3.21,0,1,233,5,7,5.67,102.29
327,IV,POTENTIAL,B1,1.07,3.93,0,200,16,6,6.67,6,96.96
328,IV,POTENTIAL,B2,1.23,3.87,0,0,206,6.33,6.33,6.67,#N/A
329,IV,POTENTIAL,B2,1.28,3.82,0,2,228,5.67,6.67,6.67,#N/A
330,IV,POTENTIAL,B2,1,3.31,0,1,158,5.67,5.67,5,#N/A
331,IV,POTENTIAL,B2,0.57,3.42,1,144,30,5,6.67,7,101.9
332,IV,POTENTIAL,B3,0.88,4.03,0,0,36,7,7,7,#N/A
333,IV,POTENTIAL,B3,0.66,3.36,1,0,174,6.33,6.33,6.67,97.01
334,IV,POTENTIAL,B3,0.91,3.96,0,6,208,7,7,7,99.24
335,IV,POTENTIAL,C,1.15,3.88,0,1,167,7,7,7,99.44
336,IV,POTENTIAL,B2,1.28,3.56,0,1,175,7,7,7,97.69
337,IV,POTENTIAL,B3,1.13,3.81,2,0,145,5.67,5,5.67,#N/A
338,IV,POTENTIAL,B2,1.46,3.74,0,1,214,6.33,7,7,97.05
339,IV,POTENTIAL,B1,1.24,4.45,0,0,180,7,6.67,6.33,#N/A
340,IV,POTENTIAL,C,1.13,4.23,0,0,137,5.67,6,6,98.15
341,V,POTENTIAL,B1,0.78,3.41,0,3,148,5,5,5,97.69
342,IV,POTENTIAL,B3,1.12,3.61,31,2,184,7,7,7,#N/A
343,V,POTENTIAL,B2,1.01,4.18,0,0,231,5.33,7,6,#N/A
344,IV,POTENTIAL,B3,1.28,4.16,0,0,217,5.33,5,5,#N/A
345,IV,POTENTIAL,B2,0.92,3.59,0,13,171,6,6,6,#N/A
346,V,POTENTIAL,B3,1.03,3.61,0,0,165,6,6,6,#N/A
347,V,POTENTIAL,B2,1.29,3.81,0,6,165,5.33,5,5,#N/A
348,III,POTENTIAL,0,1.08,4.39,#N/A,#N/A,#N/A,7,7,7,#N/A
349,V,POTENTIAL,B3,1.31,3.49,0,1,182,5.67,5.33,5.67,#N/A
350,IV,POTENTIAL,B2,1.31,4.18,2,0,168,6,6.67,6.67,#N/A
351,IV,POTENTIAL,B3,0.94,3.8,1,1,49,6,6.67,6,96.26
352,IV,POTENTIAL,B3,0.89,3.78,#N/A,#N/A,#N/A,7,7,7,97.69
353,IV,POTENTIAL,B3,1.06,3.83,0,48,177,6.33,7,6.33,#N/A
354,IV,POTENTIAL,B3,0.65,3.56,1,0,98,6.67,7,6,#N/A
355,V,POTENTIAL,C,0.98,3.86,1,5,193,6,6.67,6,#N/A
356,IV,POTENTIAL,B3,1.4,3.89,0,0,159,5,4.33,6,#N/A
357,V,POTENTIAL,B3,0.67,3.04,0,14,159,5,6,6,#N/A
358,IV,POTENTIAL,B3,1.28,4.04,0,0,193,7,7,7,97.01
359,IV,POTENTIAL,B1,1.21,3.58,0,0,174,5.33,5.67,6,#N/A
360,IV,POTENTIAL,B2,1.2,3.95,0,0,220,6,6,6,#N/A
361,IV,POTENTIAL,B1,0.33,3.02,0,0,161,7,7,7,#N/A
362,IV,POTENTIAL,B2,1.15,3.89,0,0,183,6,7,6.33,#N/A
363,IV,POTENTIAL,B2,1.23,4.64,0,0,185,6,6.67,6,96.35
364,VI,POTENTIAL,B2,0.18,2.3,1,3,164,4.33,5.67,5.33,96.76
365,III,POTENTIAL,B3,1.17,4.1,0,238,0,6.67,6.67,7,#N/A
366,III,POTENTIAL,B3,1.09,4.28,0,0,227,5,5,6,99.04
367,IV,POTENTIAL,B2,1.26,3.73,0,0,205,5.67,6,6.33,97.01
368,IV,POTENTIAL,B2,0.79,3.6,0,1,106,6,5.33,5.67,#N/A
369,IV,POTENTIAL,B3,1.44,3.73,0,0,125,7,7,7,100.51
370,III,POTENTIAL,B2,1.18,3.94,0,0,216,7,7,7,#N/A
371,V,POTENTIAL,C,1.28,3.48,0,0,173,6,6.67,7,#N/A
372,III,POTENTIAL,B3,1.41,4.28,0,10,201,6,7,7,#N/A
373,IV,POTENTIAL,B1,1.02,3.49,3,215,13,6.33,6.33,6.33,98.27
374,V,POTENTIAL,B3,1.24,3.64,0,0,175,5.33,5,6,97.01
375,III,POTENTIAL,B3,1.07,4.3,0,2,166,5,5,5.33,97.05
376,IV,POTENTIAL,B2,1,3.66,0,140,38,5.33,5,5.67,#N/A
377,IV,POTENTIAL,B2,0.78,3.76,0,1,183,7,7,7,#N/A
378,IV,POTENTIAL,B1,1.26,3.98,1,0,222,5.67,5,6,#N/A
379,IV,POTENTIAL,B2,1.21,4.21,0,0,208,5.67,5.67,6,96.43
380,V,POTENTIAL,B2,1.27,4,0,3,214,5.67,6,6,#N/A
381,IV,POTENTIAL,B2,1.11,3.32,0,8,129,5,5,5,#N/A
382,IV,POTENTIAL,B2,1.44,4.06,0,3,166,5.67,6,6,#N/A
383,V,POTENTIAL,B3,1.4,3.7,0,1,178,7,7,7,96.52
384,III,POTENTIAL,B3,1.12,3.91,0,0,154,6,6.67,7,98.03
385,IV,POTENTIAL,B2,0.98,3.22,0,255,5,5,5,5.33,98.03
386,IV,HIGH POTENTIAL,B2,1.29,4.31,0,4,175,6.33,6.67,6.67,96.52
387,IV,POTENTIAL,B2,1.13,3.61,2,0,205,5,6,5.33,#N/A
388,IV,POTENTIAL,B2,1.24,3.2,0,34,141,4.67,5.67,5,100.88
389,IV,POTENTIAL,B2,1.15,3.9,0,51,171,6.33,6.67,7,#N/A
390,IV,POTENTIAL,B2,1.02,3.96,0,2,215,4.67,5,5,102.67
391,IV,POTENTIAL,B2,1.03,3.96,0,1,225,6.33,7,7,#N/A
392,IV,POTENTIAL,B2,1.32,4.22,0,0,223,6,7,6,#N/A
393,IV,POTENTIAL,B1,1.43,4.53,0,54,150,6.33,7,7,#N/A
394,IV,POTENTIAL,B2,1.05,3.34,1,1,210,5,5.67,5,#N/A
395,IV,HIGH POTENTIAL,B2,0.67,3.62,0,0,217,6,7,7,#N/A
396,III,POTENTIAL,B1,1.32,4.53,0,0,205,6.67,6,6,100.45
397,IV,VERY HIGH POTENTIAL,B1,1.16,3.62,0,1,191,6,6.67,6.67,#N/A
398,IV,POTENTIAL,B2,1.33,4.03,0,109,71,6.67,7,7,#N/A
399,V,POTENTIAL,B2,1.4,3.97,0,0,208,6,6.33,6,#N/A
400,V,POTENTIAL,B3,1.08,3.75,0,0,254,5.67,6,5.67,#N/A
401,IV,POTENTIAL,B3,1.13,3.96,0,2,163,6.67,6,6.67,#N/A
402,V,POTENTIAL,B2,1.1,3.8,0,1,181,5.67,5.67,6,#N/A
403,III,POTENTIAL,B2,1.27,4.23,0,3,216,7,6.67,7,100.77
404,IV,POTENTIAL,B2,1.09,3.19,0,0,168,6.67,7,7,#N/A
405,IV,POTENTIAL,0,1.11,4.21,1,1,196,6,5.33,6.67,98.47
406,IV,POTENTIAL,B2,0.87,3.16,0,5,152,5.67,5.67,6,#N/A
407,III,POTENTIAL,B2,1.28,4.25,0,0,180,6.67,6.67,7,99.29
408,IV,POTENTIAL,B2,1.17,3.66,0,113,0,6,6.67,6.67,#N/A
409,V,POTENTIAL,B3,1.42,4.03,0,5,145,5.67,6.67,6,#N/A
410,IV,POTENTIAL,B1,0.9,4.17,0,0,225,6.33,7,5,97.27
411,III,POTENTIAL,B2,1.13,4.36,2,3,212,6.33,6.67,7,#N/A
412,IV,POTENTIAL,B1,0.81,4.25,0,2,174,5.33,6,5,#N/A
413,IV,POTENTIAL,B2,0.89,3.49,1,15,172,6.67,7,7,101.38
414,IV,POTENTIAL,0,1.03,3.3,0,0,188,6.67,6,6.33,#N/A
415,IV,VERY HIGH POTENTIAL,0,0.49,2.91,#N/A,#N/A,#N/A,5.67,5.67,6.33,#N/A
416,V,POTENTIAL,B3,1.28,3.86,0,6,228,6.33,6.67,6.33,#N/A
417,IV,POTENTIAL,C,0.75,3.03,0,0,167,7,7,7,#N/A
418,IV,POTENTIAL,B2,1.27,4.12,0,0,194,6,7,6,106.24
419,IV,POTENTIAL,B2,1.33,3.93,1,1,218,6.67,6.67,6.33,#N/A
420,IV,POTENTIAL,B3,1.24,4.13,0,2,205,7,7,7,97.27
421,IV,HIGH POTENTIAL,B2,0.83,3.99,0,5,192,5,5,5,97.27
422,IV,POTENTIAL,B3,0.75,3.71,27,4,178,6.33,6.67,6,96.52
423,III,POTENTIAL,B2,1.38,4.39,1,3,195,5.67,7,7,99.29
424,IV,POTENTIAL,B3,1.17,3.86,0,13,186,6,6,6,#N/A
425,IV,POTENTIAL,C,0.88,4.2,0,0,209,6,6,6,#N/A
426,IV,POTENTIAL,B3,0.77,2.83,0,0,154,5.67,6,5.67,#N/A
427,IV,POTENTIAL,B1,0.96,3.24,1,4,215,5.67,6.33,7,97.08
428,V,POTENTIAL,B1,0.91,3.42,0,1,163,5.33,5,5,97.21
429,IV,POTENTIAL,B3,0.9,3.71,0,0,155,5.33,6,6,99.25
430,IV,POTENTIAL,B2,1.14,4.24,0,173,4,6.33,6.67,7,#N/A
431,V,POTENTIAL,B3,1.38,3.89,8,0,169,6,6,6,96.69
432,IV,POTENTIAL,B3,1.23,4.09,2,6,208,5.33,5.67,5,98.2
433,IV,POTENTIAL,B2,1.34,3.97,9,0,166,4.67,4.67,5.67,96.69
434,IV,POTENTIAL,B3,1.13,3.95,0,0,171,5.67,4,6.33,#N/A
435,IV,POTENTIAL,B1,0.94,3.29,1,1,236,5.33,5.33,5,99.69
436,IV,POTENTIAL,B3,1.07,3.68,1,2,232,5.67,7,6.33,98.86
437,V,POTENTIAL,B1,1,2.3,1,17,175,6,6.33,6,#N/A
438,III,POTENTIAL,B1,1,3.71,0,0,169,5.33,4.67,5,99.73
439,IV,POTENTIAL,B2,1.45,4.21,0,0,188,7,6.67,7,97.13
440,IV,POTENTIAL,B2,1.33,3.93,0,100,80,4.67,6.33,6.33,#N/A
441,IV,POTENTIAL,B2,1.22,4.49,0,100,74,6.67,7,7,#N/A
442,IV,POTENTIAL,B2,0.95,4.52,0,4,175,5,6,5.33,99.81
443,III,POTENTIAL,B3,1.03,4.03,0,4,199,5,6.33,5,105.94
444,IV,POTENTIAL,B3,1.13,3.61,8,6,217,5.67,5,5.67,99.08
445,IV,POTENTIAL,B3,1.33,4.31,0,1,150,6.67,6.67,6.67,#N/A
446,IV,POTENTIAL,B2,1.31,3.92,0,157,1,7,7,7,96.52
447,IV,VERY HIGH POTENTIAL,B2,1.27,4.24,0,0,211,6,6.67,5,100.83
448,IV,POTENTIAL,B2,0.94,3.07,0,2,203,6.67,6,6.67,99.03
449,IV,POTENTIAL,B2,1.43,4.09,0,1,210,5.67,7,7,97.13
450,IV,POTENTIAL,C,1.09,3.7,0,14,177,6,6,6,#N/A
451,IV,POTENTIAL,B1,0.95,3.36,1,44,100,7,7,6.67,#N/A
452,IV,POTENTIAL,B2,0.86,3.23,0,0,220,4,7,7,96.18
453,V,POTENTIAL,B2,1.18,3.88,0,0,183,5.67,6.67,6,#N/A
454,IV,POTENTIAL,B1,0.91,3.72,1,24,153,4.33,5.33,5.33,#N/A
455,V,POTENTIAL,C,0.13,2.68,0,0,161,5.67,5,5,98.03
456,IV,POTENTIAL,B2,0.58,2.88,1,2,213,7,6.67,7,100.65
457,IV,POTENTIAL,B3,1.47,3.72,0,1,235,5,7,7,#N/A
458,IV,POTENTIAL,B3,1.2,4.27,0,0,183,5,6,6,#N/A
459,IV,POTENTIAL,B2,1.06,3.29,0,1,194,7,7,7,98.03
460,V,POTENTIAL,B3,0.83,3.21,0,1,208,5.33,6.67,7,102.2
461,V,POTENTIAL,B2,1.16,3.38,0,0,187,4,6.67,5.33,103.85
462,IV,POTENTIAL,B1,1.19,4.39,0,0,189,6.33,6.67,7,#N/A
463,IV,POTENTIAL,B3,0.87,4.06,0,0,211,5,6,6,#N/A
464,IV,POTENTIAL,B2,0.88,3.86,0,0,226,7,6.67,6.33,#N/A
465,IV,POTENTIAL,C,1.23,3.4,0,3,205,6,6,6,#N/A
466,IV,POTENTIAL,B2,1.19,4.18,1,0,244,5.67,6.67,7,98.12
467,IV,POTENTIAL,B3,1.11,3.67,0,42,175,6.33,6.67,6.33,#N/A
468,IV,POTENTIAL,C,1.18,3.9,0,0,185,6,6,7,#N/A
469,IV,POTENTIAL,B2,1.34,4.07,0,1,188,7,7,6.67,99.44
470,IV,POTENTIAL,0,1.31,4.33,#N/A,#N/A,#N/A,5.67,6,6,#N/A
471,IV,POTENTIAL,B2,1.11,3.57,3,0,169,6.67,7,7,99.45
472,IV,POTENTIAL,B1,1.08,3.85,1,1,186,7,7,7,101.75
473,III,POTENTIAL,B2,1.3,4.39,0,0,5,6,6.33,6,#N/A
474,IV,POTENTIAL,B2,1.31,4.33,2,10,203,5,5,5,#N/A
475,IV,POTENTIAL,B3,1.28,4.19,0,0,189,6.67,7,7,98.12
476,IV,POTENTIAL,B3,1.19,4.42,1,0,202,6,6.67,6.33,#N/A
477,IV,POTENTIAL,B3,1.28,4.15,0,13,175,6.33,7,7,98.12
478,IV,POTENTIAL,C,1.11,4.06,0,0,224,5.33,5,5.67,98.12
479,IV,POTENTIAL,B2,0.98,3.57,0,24,160,6.33,7,7,99.27
480,IV,POTENTIAL,B3,1.07,3.82,0,19,177,5.33,6,5.33,#N/A
481,IV,POTENTIAL,B3,1.27,3.86,0,0,148,7,7,7,#N/A
482,IV,POTENTIAL,C,1,3.87,0,0,117,5,7,7,99.45
483,IV,POTENTIAL,B3,1.11,3.74,0,154,6,6,6,6,99.27
484,IV,POTENTIAL,B3,1.13,4.24,1,2,230,6,6,6,97.05
485,IV,POTENTIAL,B3,1.4,4.3,0,0,189,6,6,6,#N/A
486,IV,POTENTIAL,B3,0.93,3.56,0,0,161,6.33,7,6,96.26
487,IV,POTENTIAL,B3,1.47,4.24,0,0,151,6.67,7,7,#N/A
488,IV,POTENTIAL,B2,1,4.02,1,6,211,6,6.33,6.33,#N/A
489,IV,POTENTIAL,B3,0.61,3.16,0,34,1,6,6,6.33,#N/A
490,V,POTENTIAL,B1,1.21,3.83,0,98,95,7,7,7,97.07
491,IV,POTENTIAL,B3,1.07,3.96,0,0,178,5.33,5.67,5.67,98.15
492,IV,HIGH POTENTIAL,B3,0.86,3.69,1,2,183,5.67,5.33,6,96.43
493,IV,POTENTIAL,B3,1.09,4.24,0,0,211,7,7,7,#N/A
494,V,POTENTIAL,B3,0.78,3.47,0,226,2,7,7,7,#N/A
495,V,POTENTIAL,B2,1.16,4.15,0,12,161,5.33,6,6,97.95
496,IV,POTENTIAL,B1,1.41,3.43,0,2,221,6,6,6,#N/A
497,IV,POTENTIAL,B2,1.42,4.19,0,3,169,7,7,7,98.15
498,V,POTENTIAL,B2,1.02,3.29,0,1,177,5,5,5,#N/A
499,IV,POTENTIAL,B3,1.51,3.79,0,2,206,5.33,5.33,6,#N/A
500,III,POTENTIAL,C,1.33,4.34,0,0,205,6.33,6.67,6.33,97.07
501,V,POTENTIAL,C,0.83,3.87,54,23,112,6.33,6.33,7,97.07
502,IV,POTENTIAL,B2,1.63,4.61,0,1,176,6.33,6.67,7,#N/A
503,III,POTENTIAL,C,1,4.29,0,3,204,6.33,7,7,96.67
504,IV,POTENTIAL,B3,1.02,3.82,0,1,167,6.67,7,6.33,#N/A
505,IV,POTENTIAL,B3,1.21,3.91,0,0,220,7,7,6.67,97.6
506,IV,POTENTIAL,B2,1.22,3.93,0,1,204,6,5.33,6,98.88
507,IV,POTENTIAL,C,1.1,3.45,2,166,49,5.33,6,6.33,#N/A
508,VI,POTENTIAL,B1,0.54,2.43,2,2,156,6,6,6,100.17
509,IV,POTENTIAL,C,0.85,3.54,18,1,131,6,6,6,#N/A
510,III,POTENTIAL,B2,1.39,4.6,0,0,215,6.67,6.67,6.67,96.96
511,IV,POTENTIAL,B1,1.26,4.25,1,1,194,7,7,7,#N/A
512,IV,POTENTIAL,B3,0.53,3.78,0,138,15,7,7,7,100.77
513,IV,POTENTIAL,B3,1.09,3.62,0,0,214,6.33,7,6,#N/A
514,IV,POTENTIAL,A,1.18,3.82,0,1,158,5,5,5,#N/A
515,III,POTENTIAL,B2,1.02,4.2,0,1,32,6,6,6,#N/A
516,IV,POTENTIAL,B2,1.16,4.26,0,2,219,5.33,6,6,102.08
517,III,POTENTIAL,B2,1.23,4.09,0,27,20,5,5.67,6,#N/A
518,IV,POTENTIAL,B3,1.36,4.34,0,123,74,5.33,6,6,97.38
519,III,POTENTIAL,B2,0.92,3.49,1,3,186,7,7,7,#N/A
520,III,POTENTIAL,C,1.32,4.55,0,2,66,7,7,7,106.2
521,IV,POTENTIAL,C,0.91,3.6,0,1,205,6.33,6.67,6.67,#N/A
522,IV,POTENTIAL,B3,0.86,3.58,0,1,161,5,6,5.33,#N/A
523,IV,POTENTIAL,B1,1.12,3.78,0,35,177,5,5,5,#N/A
524,IV,POTENTIAL,B1,1.35,4.43,0,179,10,6,7,6,#N/A
525,III,HIGH POTENTIAL,B1,1.09,4.24,1,2,201,6,6,6,98.67
526,IV,POTENTIAL,B3,0.87,3.28,6,8,118,5,5,5,#N/A
527,III,POTENTIAL,0,1.14,4.3,#N/A,#N/A,#N/A,7,7,7,#N/A
528,IV,POTENTIAL,B1,0.8,3.61,0,25,162,4.67,6.67,5.33,#N/A
529,IV,POTENTIAL,A,1.09,3.96,0,162,11,5.67,5.67,6.33,#N/A
530,IV,POTENTIAL,B3,1.29,4.39,0,1,155,6,6,6,#N/A
531,IV,POTENTIAL,B1,1.26,4.02,0,2,163,5,6.33,5,#N/A
532,IV,POTENTIAL,B3,0.39,3.01,0,3,9,7,7,7,106.44
533,IV,POTENTIAL,B1,1.34,3.51,0,0,220,6,7,6,#N/A
534,III,POTENTIAL,B2,1.09,4.23,0,50,154,6.33,5.67,7,103.4
535,IV,POTENTIAL,B2,0.94,4.03,0,201,2,7,7,7,#N/A
536,IV,POTENTIAL,B3,0.9,3.93,0,1,172,6.33,7,6.67,99.73
537,III,POTENTIAL,B2,0.45,2.86,0,2,64,5.33,5.67,6,102.64
538,III,HIGH POTENTIAL,B2,0.76,3.96,0,3,125,5,5,5.33,#N/A
539,I,POTENTIAL,0,0.91,4.33,0,0,19,5.67,6,6,#N/A
540,III,POTENTIAL,C,1.38,4.61,1,0,186,6,6,6.33,98.03
541,III,POTENTIAL,B1,1.04,4.29,0,2,186,6,6.33,6,98.37
542,III,POTENTIAL,B3,1.4,3.7,0,1,217,5.33,5.67,6,#N/A
543,IV,POTENTIAL,C,0.68,3.87,27,0,179,6.33,7,7,98.15
544,IV,POTENTIAL,B2,0.97,3.78,1,9,191,5,5,5,103.02
545,IV,POTENTIAL,B1,0.6,3.4,0,3,201,6,6,6,#N/A
546,IV,POTENTIAL,B3,1.1,3.31,0,5,165,6,5.67,6,98.14
547,III,POTENTIAL,B3,1.01,4.28,0,0,131,6.33,5.33,6.33,98.75
548,III,POTENTIAL,B2,1.04,3.63,2,20,5,6,7,7,99.73
549,III,POTENTIAL,C,0.93,3.99,0,2,162,5,6.33,7,#N/A
550,III,POTENTIAL,B2,1,3.81,0,5,1,5,6,6,#N/A
551,IV,POTENTIAL,B2,0.94,3.81,0,6,216,5.33,6,5.67,#N/A
552,III,POTENTIAL,0,0.68,4.03,0,2,64,6.67,6.33,6,#N/A
553,IV,HIGH POTENTIAL,B1,1.38,3.73,0,0,202,7,7,7,102.44
554,IV,POTENTIAL,B3,1.42,4.19,0,7,97,6.67,7,6.67,#N/A
555,IV,HIGH POTENTIAL,B1,0.82,3.48,0,1,163,4.67,6,6,#N/A
556,IV,POTENTIAL,C,0.96,3.79,1,1,170,7,7,7,#N/A
557,IV,HIGH POTENTIAL,B1,1.02,3.77,0,2,184,5,6.33,5,98.52
558,IV,POTENTIAL,B3,1.47,3.29,2,0,154,5,5,5,90.08
559,III,POTENTIAL,B1,1.28,4.19,0,53,158,5,5.33,5,102.39
560,IV,POTENTIAL,B2,1.08,3.49,0,2,204,6.33,6.33,6.33,#N/A
561,IV,POTENTIAL,C,0.75,3.64,0,0,141,5.33,6,5,#N/A
562,IV,POTENTIAL,B3,1.07,3.38,0,1,64,7,7,7,#N/A
563,III,POTENTIAL,B1,0.92,3.95,0,22,194,7,6.67,7,96.21
564,IV,POTENTIAL,B2,1.16,3.94,7,2,182,7,6.67,7,#N/A
565,III,POTENTIAL,B3,1.33,4.3,18,0,181,5.67,6.67,6,97.69
566,IV,POTENTIAL,B3,1.08,3.87,1,0,186,5.33,5.33,5.67,#N/A
567,III,POTENTIAL,B2,1.01,3.9,30,0,47,5.33,6,6,100.51
568,III,POTENTIAL,B2,1.1,4.35,0,1,221,5.33,6,6,101.08
569,III,POTENTIAL,B3,1.14,3.88,0,3,190,6.67,6,6.67,#N/A
570,IV,POTENTIAL,B3,1.29,4.18,0,183,9,7,7,6.33,102.12
571,IV,POTENTIAL,B3,1,3.66,0,4,213,6.33,5,5,#N/A
572,IV,POTENTIAL,B3,1.1,3.93,0,24,177,6.33,6.67,6,#N/A
573,III,POTENTIAL,0,0.93,4.34,0,2,0,7,7,7,#N/A
574,IV,POTENTIAL,B1,1.07,3.83,0,1,207,5.33,5.67,6,#N/A
575,II,POTENTIAL,B3,1.09,4.21,0,0,89,6.67,6.33,7,#N/A
576,IV,POTENTIAL,B1,1.23,4.66,0,0,227,6,6,6,#N/A
577,IV,POTENTIAL,B3,0.97,3.78,0,0,211,5.67,6,6,98.05
578,III,POTENTIAL,B2,1.48,4.61,0,0,224,6,7,6.33,#N/A
579,III,POTENTIAL,C,0.95,3.68,1,1,211,5.67,6.67,6.33,104.25
580,III,POTENTIAL,B2,1.76,4.71,0,0,75,6,7,6.33,#N/A
581,IV,POTENTIAL,B3,1.3,3.64,0,215,8,4.67,5,4.67,#N/A
582,III,POTENTIAL,B3,0.91,3.71,0,2,108,7,7,7,97.75
583,IV,POTENTIAL,B1,1.38,4.28,0,1,154,5.67,4.33,5,#N/A
584,IV,POTENTIAL,B2,1.04,3.5,0,7,196,5,5,5,#N/A
585,III,POTENTIAL,B1,1.21,4.3,0,0,155,6,6.67,6.33,97.2
586,IV,POTENTIAL,C,1.24,3.85,2,0,160,5,4.67,5,104.09
587,IV,POTENTIAL,C,1.24,3.64,0,192,11,6,6,6,#N/A
588,III,POTENTIAL,0,0.94,3.98,0,0,152,7,6.67,7,#N/A
589,III,POTENTIAL,B2,1.23,4.13,0,3,209,6,6.33,6,102.08
590,III,POTENTIAL,B2,1.06,3.89,0,0,204,7,7,5.67,#N/A
591,II,POTENTIAL,B3,0.93,3.82,0,0,4,5,5,5,#N/A
592,IV,POTENTIAL,A,0.88,4.01,0,0,201,6.67,7,7,105.57
593,IV,POTENTIAL,B1,1.05,4.47,0,2,168,6.33,6.67,6.67,100.5
594,IV,POTENTIAL,B1,1.18,4.03,0,0,199,5,4.33,5,#N/A
595,IV,HIGH POTENTIAL,B2,1.1,3.56,0,3,169,6.33,7,7,103.01
596,III,POTENTIAL,B3,1.21,4.31,0,2,203,7,7,7,#N/A
597,IV,POTENTIAL,B3,1.1,3.79,0,0,230,5.67,5.67,5.67,103.68
598,IV,POTENTIAL,B2,1.23,4.27,0,1,159,7,7,7,#N/A
599,IV,POTENTIAL,B2,1.05,3.89,0,3,189,6,6.67,6,#N/A
600,V,POTENTIAL,B1,1.22,4.07,0,0,222,5.67,5.67,6,98.05
601,IV,POTENTIAL,B1,1.18,4.02,1,5,209,6.33,6.67,6.33,#N/A
602,IV,POTENTIAL,C,1.33,4.27,0,0,175,5,5,6,#N/A
603,V,POTENTIAL,B2,1.09,3.71,0,0,187,7,7,7,#N/A
604,IV,POTENTIAL,B1,1.18,3.87,6,0,216,6.67,7,7,#N/A
605,IV,POTENTIAL,B2,1.14,3.73,1,2,183,6,6.33,6.33,#N/A
606,IV,POTENTIAL,B1,0.86,3.73,115,52,59,3.67,6.67,6,#N/A
607,IV,POTENTIAL,B3,0.96,3.98,0,2,193,5.67,6.33,7,#N/A
608,IV,POTENTIAL,B2,0.75,3.53,1,0,183,6.33,7,6,#N/A
609,IV,POTENTIAL,B2,1.1,4.06,0,1,188,6.33,7,7,98.47
610,III,POTENTIAL,B2,1.19,4.56,1,0,157,5.67,5,5.67,96.93
611,III,POTENTIAL,B1,0.82,3.63,0,175,6,5.67,6,6,#N/A
612,III,POTENTIAL,B3,1.16,3.94,0,5,159,6.33,7,7,98.1
613,IV,POTENTIAL,B2,0.87,3.1,0,4,192,6,6,6.67,96.27
614,III,POTENTIAL,B2,0.53,3.43,0,7,148,7,7,7,94.78
615,IV,POTENTIAL,C,1.16,3.81,0,2,154,7,7,7,#N/A
616,IV,POTENTIAL,C,1.17,3.79,0,180,1,6.33,6.33,6,#N/A
617,III,POTENTIAL,B2,1.04,4.12,0,0,138,7,6.33,6.67,#N/A
618,IV,POTENTIAL,B3,1.19,4.22,0,15,150,6.33,6.33,7,#N/A
619,III,POTENTIAL,0,1.09,3.61,#N/A,#N/A,#N/A,5.33,5.33,5.33,#N/A
620,IV,POTENTIAL,0,0.54,3.5,#N/A,#N/A,#N/A,5.33,4.67,5.33,#N/A
621,IV,POTENTIAL,B3,1.24,4.02,0,106,55,7,6,6,#N/A
622,III,POTENTIAL,B1,1.06,4.27,0,216,0,5.67,5,6,101.25
623,IV,POTENTIAL,B2,1.31,4,0,1,196,6.33,6,7,#N/A
624,IV,POTENTIAL,B3,1.25,4.06,0,195,27,5.67,6,6,100.21
625,III,POTENTIAL,B3,0.84,4.43,0,0,13,6,6,6,90
626,III,POTENTIAL,0,0.74,3.37,0,1,0,7,6.67,7,#N/A
627,IV,POTENTIAL,B3,1.12,3.43,1,0,210,6,6,6.33,#N/A
628,III,POTENTIAL,B2,0.82,3.45,0,92,100,6,6,6,#N/A
629,III,POTENTIAL,0,0.23,2.83,0,1,0,6,6,6.67,#N/A
630,II,POTENTIAL,B2,0.81,3.79,3,0,71,6,5,6,#N/A
631,III,POTENTIAL,B3,1.42,4.52,2,0,72,6.67,7,6.33,#N/A
632,IV,POTENTIAL,B1,1.46,3.92,0,1,217,6,7,6,#N/A
633,III,POTENTIAL,B2,1.05,4.06,0,0,228,7,7,7,97.85
634,IV,POTENTIAL,B2,0.63,3.35,0,0,227,6,7,6,#N/A
635,V,POTENTIAL,B3,0.71,3.08,0,6,165,5,5.67,5,#N/A
636,IV,POTENTIAL,0,1.09,3.93,0,3,17,6,6.67,6.67,#N/A
637,IV,POTENTIAL,B3,0.81,3.42,0,192,8,6.67,7,6.67,#N/A
638,IV,POTENTIAL,B3,1.03,3.47,0,0,177,4.33,7,7,#N/A
639,IV,POTENTIAL,B3,1.14,4.29,0,0,2,5.33,6.67,6,#N/A
640,IV,VERY HIGH POTENTIAL,0,1.29,4.17,#N/A,#N/A,#N/A,5.33,7,7,#N/A
641,IV,POTENTIAL,B3,1.13,3.55,0,37,189,6.33,6.67,6.67,#N/A
642,V,POTENTIAL,C,0.53,3.06,0,0,188,4.67,5,5,97.07
643,IV,POTENTIAL,B3,0.86,3.65,0,3,146,6.67,7,6.67,#N/A
644,IV,POTENTIAL,B2,1.4,4.63,0,164,13,5.67,6.33,6.33,#N/A
645,IV,POTENTIAL,C,1.2,4.13,0,174,23,6.33,7,7,#N/A
646,IV,POTENTIAL,C,0.99,3.8,0,1,137,6,6,6,#N/A
